playerid,yearid,stint,teamid,lgid,position,games,games_started,innouts,putouts,assists,errors,double_plays,passed_balls,wild_pitches,opp_sbs,opp_cs,zone_rating
coopewa01,1944,1,SLN,NL,C,97,,,442,40,10,7,4,,,,
coscape01,1944,1,PIT,NL,2B,136,,,371,389,26,71,,,,,
coscape01,1944,1,PIT,NL,OF,1,,,0,0,0,0,,,,,
coscape01,1944,1,PIT,NL,SS,4,,,6,2,0,0,,,,,
covinch01,1944,1,PHI,NL,P,19,,,2,6,0,0,,,,,
crabtes01,1944,1,CIN,NL,1B,2,,,3,0,0,1,,,,,
crabtes01,1944,1,CIN,NL,OF,19,,,26,1,0,0,,,,,
cramedo01,1944,1,DET,AL,OF,141,,,337,13,7,2,,,,,
criscto01,1944,1,CIN,NL,OF,35,,,80,4,2,0,,,,,
crockcl01,1944,1,BRO,NL,P,2,,,0,1,0,0,,,,,
cronijo01,1944,1,BOS,AL,1B,49,,,428,27,9,39,,,,,
crosefr01,1944,1,NYA,AL,SS,55,,,115,150,11,33,,,,,
cuccito01,1944,1,CHA,AL,2B,6,,,11,10,1,2,,,,,
cuccito01,1944,1,CHA,AL,3B,30,,,31,63,4,5,,,,,
cuccuco01,1944,1,PIT,NL,P,32,,,9,23,2,2,,,,,
culbele01,1944,1,BOS,AL,OF,72,,,182,6,4,2,,,,,
culledi01,1944,1,BSN,NL,SS,8,,,14,33,5,6,,,,,
cullero01,1944,1,CLE,AL,OF,151,,,275,15,10,6,,,,,
culpbe01,1944,1,PHI,NL,C,1,,,1,0,0,0,0,,,,
curtive01,1944,1,WS1,AL,P,3,,,2,1,0,0,,,,,
curtrgu01,1944,1,CHA,AL,OF,51,,,101,8,6,3,,,,,
dahlgba01,1944,1,PIT,NL,1B,158,,,1440,128,20,105,,,,,
dalledo01,1944,1,CHN,NL,OF,106,,,212,9,4,2,,,,,
dantofa01,1944,1,BRO,NL,C,3,,,11,0,2,0,0,,,,
daviscu01,1944,1,BRO,NL,P,31,,,9,47,1,1,,,,,
davissp01,1944,1,PIT,NL,C,35,,,76,10,3,3,0,,,,
delacto01,1944,1,CIN,NL,P,34,,,6,37,1,0,,,,,
demarfr02,1944,1,SLA,AL,OF,16,,,30,1,1,0,,,,,
derripa01,1944,1,CHN,NL,P,42,,,7,30,1,3,,,,,
derryru01,1944,1,NYA,AL,OF,28,,,54,2,3,0,,,,,
devliji03,1944,1,CLE,AL,C,1,,,1,1,0,0,1,,,,
dicksjo01,1944,1,CHA,AL,OF,40,,,72,3,2,1,,,,,
dietrbi01,1944,1,CHA,AL,P,36,,,10,46,3,0,,,,,
dimagvi01,1944,1,PIT,NL,3B,1,,,1,2,0,0,,,,,
dimagvi01,1944,1,PIT,NL,OF,101,,,234,8,4,4,,,,,
doerrbo01,1944,1,BOS,AL,2B,125,,,341,363,17,96,,,,,
donahde01,1944,1,PHI,NL,P,6,,,0,3,0,1,,,,,
donalat01,1944,1,NYA,AL,P,30,,,4,24,0,4,,,,,
donnebl01,1944,1,SLN,NL,P,27,,,3,17,1,0,,,,,
dreiscl01,1944,1,BOS,AL,P,7,,,1,7,1,0,,,,,
drescbi01,1944,1,NYA,AL,C,1,,,7,0,1,0,0,,,,
drewsfr01,1944,1,BSN,NL,2B,46,,,123,132,11,27,,,,,
dubiemo01,1944,1,NYA,AL,P,30,,,13,45,2,2,,,,,
durrere01,1944,1,BRO,NL,OF,9,,,27,1,2,1,,,,,
eastero01,1944,1,CHN,NL,C,12,,,29,4,0,1,1,,,,
eatonze01,1944,1,DET,AL,P,6,,,1,2,0,0,,,,,
eisenja01,1944,1,CIN,NL,P,1,,,0,0,0,0,,,,,
elkope01,1944,1,CHN,NL,3B,6,,,6,8,0,1,,,,,
elliobo01,1944,1,PIT,NL,3B,140,,,169,285,27,22,,,,,
elliobo01,1944,1,PIT,NL,SS,1,,,0,0,0,0,,,,,
embrere01,1944,1,CLE,AL,P,3,,,0,1,0,0,,,,,
engligi01,1944,1,BRO,NL,2B,2,,,0,0,0,0,,,,,
engligi01,1944,1,BRO,NL,3B,11,,,16,18,2,2,,,,,
engligi01,1944,1,BRO,NL,SS,13,,,12,33,4,6,,,,,
eppsha01,1944,1,SLA,AL,OF,18,,,47,3,2,2,,,,,
eppsha01,1944,2,PHA,AL,OF,60,,,141,4,4,1,,,,,
erickpa01,1944,1,CHN,NL,P,33,,,7,30,2,1,,,,,
estalbo01,1944,1,PHA,AL,1B,6,,,28,4,0,1,,,,,
estalbo01,1944,1,PHA,AL,OF,128,,,318,12,4,4,,,,,
etchibu01,1944,1,BSN,NL,1B,85,,,757,48,6,64,,,,,
ettenni01,1944,1,NYA,AL,1B,154,,,1382,106,16,144,,,,,
evansal01,1944,1,WS1,AL,C,8,,,10,4,1,1,1,,,,
falloge01,1944,1,SLN,NL,2B,38,,,57,53,3,11,,,,,
falloge01,1944,1,SLN,NL,3B,6,,,5,10,0,3,,,,,
falloge01,1944,1,SLN,NL,SS,24,,,38,57,3,14,,,,,
fausebu01,1944,1,CIN,NL,3B,6,,,6,20,0,1,,,,,
fausebu01,1944,1,CIN,NL,P,2,,,0,3,1,0,,,,,
feldmha01,1944,1,NY1,NL,P,40,,,9,29,7,3,,,,,
fergubo02,1944,1,CIN,NL,P,9,,,1,3,1,0,,,,,
ferreri01,1944,1,WS1,AL,C,96,,,403,71,9,8,20,,,,
fickjo01,1944,1,PHI,NL,P,4,,,0,1,1,0,,,,,
filipst01,1944,1,NY1,NL,C,1,,,0,0,0,0,0,,,,
filipst01,1944,1,NY1,NL,OF,10,,,20,0,0,0,,,,,
finlebo01,1944,1,PHI,NL,C,74,,,289,34,11,7,4,,,,
finnelo01,1944,1,BOS,AL,1B,59,,,521,23,7,53,,,,,
finnelo01,1944,1,BOS,AL,OF,2,,,7,1,0,0,,,,,
fischru01,1944,1,NY1,NL,P,38,,,2,17,0,0,,,,,
flemibi01,1944,1,CHN,NL,P,39,,,8,39,3,0,,,,,
flickle01,1944,1,PHA,AL,OF,6,,,9,0,0,0,,,,,
floreje01,1944,1,PHA,AL,P,27,,,9,33,1,0,,,,,
flowewe01,1944,1,BRO,NL,P,9,,,1,3,0,0,,,,,
floydbu01,1944,1,DET,AL,SS,3,,,1,8,0,0,,,,,
foxho01,1944,1,CIN,NL,P,2,,,0,0,0,0,,,,,
foxpe01,1944,1,BOS,AL,OF,119,,,228,7,3,1,,,,,
foxxji01,1944,1,CHN,NL,3B,2,,,2,6,0,0,,,,,
foxxji01,1944,1,CHN,NL,C,1,,,7,0,0,0,0,,,,
frankja01,1944,1,BRO,NL,P,1,,,0,0,0,0,,,,,
fuchsch01,1944,1,BRO,NL,P,8,,,2,5,0,0,,,,,
galanau01,1944,1,BRO,NL,2B,2,,,0,0,0,0,,,,,
galanau01,1944,1,BRO,NL,OF,147,,,323,10,4,3,,,,,
galehde01,1944,1,SLA,AL,P,24,,,3,21,3,0,,,,,
garbabo01,1944,1,PHA,AL,C,15,,,23,1,0,0,0,,,,
garbami01,1944,1,NYA,AL,C,85,,,372,47,5,9,7,,,,
gardeda01,1944,1,NY1,NL,OF,25,,,58,4,6,1,,,,,
garmsde01,1944,1,SLN,NL,3B,21,,,14,16,1,1,,,,,
garmsde01,1944,1,SLN,NL,OF,23,,,34,0,0,0,,,,,
garrifo01,1944,1,BOS,AL,OF,12,,,31,0,1,0,,,,,
garrifo01,1944,2,PHA,AL,OF,119,,,289,6,4,0,,,,,
gassach01,1944,1,CHN,NL,P,2,,,0,1,0,0,,,,,
geejo01,1944,1,PIT,NL,P,4,,,0,2,0,0,,,,,
geejo01,1944,2,NY1,NL,P,4,,,0,3,0,0,,,,,
gentrru01,1944,1,DET,AL,P,37,,,5,43,1,6,,,,,
geragbe01,1944,1,BSN,NL,2B,4,,,4,5,0,0,,,,,
geragbe01,1944,1,BSN,NL,3B,3,,,6,2,2,0,,,,,
gerheal01,1944,1,PHI,NL,P,30,,,6,29,1,1,,,,,
gillebo01,1944,1,DET,AL,P,7,,,0,3,0,0,,,,,
gillepa01,1944,1,CHN,NL,C,7,,,22,6,3,0,2,,,,
gilmole01,1944,1,PIT,NL,P,1,,,2,4,1,0,,,,,
gionfal01,1944,1,PIT,NL,OF,1,,,3,0,0,0,,,,,
gladuro01,1944,1,BSN,NL,3B,15,,,20,21,5,6,,,,,
gladuro01,1944,1,BSN,NL,OF,3,,,1,0,0,0,,,,,
gomezpr01,1944,1,WS1,AL,2B,2,,,1,0,0,0,,,,,
gomezpr01,1944,1,WS1,AL,SS,2,,,3,1,1,0,,,,,
goodmiv01,1944,1,CHN,NL,OF,35,,,65,0,0,0,,,,,
gorsijo01,1944,1,DET,AL,P,34,,,17,42,2,5,,,,,
grantji02,1944,1,CLE,AL,2B,20,,,41,47,7,6,,,,,
grantji02,1944,1,CLE,AL,3B,4,,,3,4,0,0,,,,,
greggha01,1944,1,BRO,NL,P,39,,,13,36,5,3,,,,,
grimeos01,1944,1,NYA,AL,3B,97,,,105,189,17,14,,,,,
grimeos01,1944,1,NYA,AL,SS,20,,,35,57,7,10,,,,,
gromest01,1944,1,CLE,AL,P,35,,,10,22,2,3,,,,,
groveor01,1944,1,CHA,AL,P,34,,,6,64,3,3,,,,,
guerrmi01,1944,1,WS1,AL,C,58,,,211,32,10,8,12,,,,
guerrmi01,1944,1,WS1,AL,OF,1,,,0,0,0,0,,,,,
gumbeha01,1944,1,SLN,NL,P,10,,,6,14,1,5,,,,,
gumbeha01,1944,2,CIN,NL,P,24,,,14,38,2,4,,,,,
gustifr01,1944,1,PIT,NL,2B,11,,,23,21,2,3,,,,,
gustifr01,1944,1,PIT,NL,3B,1,,,0,0,0,0,,,,,
gustifr01,1944,1,PIT,NL,SS,116,,,183,330,34,52,,,,,
guttedo01,1944,1,SLA,AL,2B,146,,,368,407,35,95,,,,,
hackst01,1944,1,CHN,NL,1B,18,,,130,10,2,16,,,,,
hackst01,1944,1,CHN,NL,3B,75,,,96,164,17,7,,,,,
haefnmi01,1944,1,WS1,AL,P,31,,,8,45,1,5,,,,,
hafeyto01,1944,1,SLA,AL,1B,1,,,2,1,0,0,,,,,
hafeyto01,1944,1,SLA,AL,OF,4,,,7,0,0,0,,,,,
hallir01,1944,1,PHA,AL,1B,4,,,32,1,0,2,,,,,
hallir01,1944,1,PHA,AL,2B,97,,,248,286,11,40,,,,,
hallir01,1944,1,PHA,AL,SS,40,,,86,132,15,29,,,,,
hamlilu01,1944,1,PHA,AL,P,29,,,1,19,4,0,,,,,
hamnegr01,1944,1,PHI,NL,SS,21,,,27,98,9,17,,,,,
hamrira01,1944,1,PHI,NL,SS,74,,,160,293,25,55,,,,,
handlle01,1944,1,PIT,NL,2B,19,,,39,32,4,7,,,,,
handlle01,1944,1,PIT,NL,3B,11,,,6,17,0,0,,,,,
handlle01,1944,1,PIT,NL,SS,3,,,6,7,0,3,,,,,
hansean01,1944,1,NY1,NL,P,23,,,4,14,0,2,,,,,
hanskdo01,1944,1,CHA,AL,P,2,,,0,0,0,0,,,,,
hanyzed01,1944,1,CHN,NL,P,14,,,2,26,0,1,,,,,
hardeme01,1944,1,CLE,AL,P,30,,,11,34,2,3,,,,,
harrilu01,1944,1,PHA,AL,P,23,,,8,33,1,1,,,,,
hartbi03,1944,1,BRO,NL,3B,2,,,0,0,0,0,,,,,
hartbi03,1944,1,BRO,NL,SS,25,,,37,74,7,7,,,,,
hausmcl01,1944,1,BOS,AL,P,32,,,8,25,0,0,,,,,
hausmge01,1944,1,NY1,NL,2B,122,,,301,350,27,66,,,,,
hayesfr01,1944,1,PHA,AL,1B,1,,,1,0,0,1,,,,,
hayesfr01,1944,1,PHA,AL,C,155,,,636,89,13,10,12,,,,
haynejo01,1944,1,CHA,AL,P,33,,,10,31,3,2,,,,,
haywora01,1944,1,BRO,NL,C,6,,,18,2,0,0,0,,,,
haywore01,1944,1,SLA,AL,C,87,,,339,39,13,4,6,,,,
headed01,1944,1,BRO,NL,P,9,,,4,6,0,0,,,,,
heathje01,1944,1,CLE,AL,OF,37,,,76,4,4,2,,,,,
heffndo01,1944,1,DET,AL,2B,5,,,12,13,1,4,,,,,
heltzhe01,1944,1,PHI,NL,SS,10,,,17,17,3,1,,,,,
hemslro01,1944,1,NYA,AL,C,76,,,298,41,6,7,1,,,,
henryea01,1944,1,CLE,AL,P,2,,,1,4,0,0,,,,,
henshro01,1944,1,DET,AL,P,7,,,3,2,0,0,,,,,
herriar01,1944,1,BRO,NL,P,12,,,3,11,0,1,,,,,
heussed01,1944,1,CIN,NL,P,30,,,11,33,1,1,,,,,
hevinjo02,1944,1,CLE,AL,P,63,,,5,29,4,0,,,,,
hickeji01,1944,1,BSN,NL,P,8,,,0,3,0,0,,,,,
higgipi01,1944,1,DET,AL,3B,146,,,146,311,22,21,,,,,
hoagmy01,1944,1,CHA,AL,OF,14,,,29,2,1,1,,,,,
hoagmy01,1944,2,CLE,AL,OF,66,,,171,9,10,3,,,,,
hockeor01,1944,1,CLE,AL,OF,110,,,275,6,4,1,,,,,
hodgira01,1944,1,CHA,AL,3B,82,,,77,215,18,22,,,,,
hodgira01,1944,1,CHA,AL,OF,33,,,93,1,0,0,,,,,
hoffest01,1944,1,BSN,NL,C,47,,,158,22,3,3,2,,,,
hogsech01,1944,1,DET,AL,P,3,,,0,1,1,0,,,,,
holbowa01,1944,1,WS1,AL,P,1,,,1,0,0,0,,,,,
hollial01,1944,1,SLA,AL,P,26,,,3,14,0,0,,,,,
holmbi01,1944,1,CHN,NL,C,50,,,166,18,4,2,4,,,,
holmeto01,1944,1,BSN,NL,OF,155,,,426,14,4,7,,,,,
hoovejo01,1944,1,DET,AL,2B,1,,,2,1,0,1,,,,,
hoovejo01,1944,1,DET,AL,SS,119,,,256,405,48,102,,,,,
hoppjo01,1944,1,SLN,NL,1B,6,,,36,2,0,0,,,,,
hoppjo01,1944,1,SLN,NL,OF,131,,,316,2,1,1,,,,,
hostech01,1944,1,DET,AL,OF,65,,,129,5,2,1,,,,,
hudliwi01,1944,1,SLA,AL,P,1,,,0,0,0,0,,,,,
hughero01,1944,1,CHN,NL,3B,66,,,87,146,12,18,,,,,
hughero01,1944,1,CHN,NL,SS,52,,,133,157,8,36,,,,,
hughste01,1944,1,BOS,AL,P,28,,,9,35,3,0,,,,,
humphjo02,1944,1,CHA,AL,P,30,,,3,22,2,0,,,,,
hustowa01,1944,1,BSN,NL,2B,5,,,7,8,2,0,,,,,
hustowa01,1944,1,BSN,NL,3B,20,,,16,31,1,1,,,,,
hustowa01,1944,1,BSN,NL,SS,4,,,3,5,0,1,,,,,
hutchir01,1944,1,BSN,NL,P,40,,,3,29,0,4,,,,,
hutchjo02,1944,1,BSN,NL,P,14,,,1,8,0,1,,,,,
jakucsi01,1944,1,SLA,AL,P,35,,,7,44,0,2,,,,,
jarviro01,1944,1,BRO,NL,C,1,,,1,0,0,0,0,,,,
javeral01,1944,1,BSN,NL,P,40,,,7,37,3,4,,,,,
johnsbo01,1944,1,BOS,AL,OF,142,,,270,23,7,3,,,,,
johnsdo02,1944,1,CHN,NL,2B,154,,,385,462,47,85,,,,,
johnsjo03,1944,1,NYA,AL,P,22,,,2,1,1,0,,,,,
johnsvi01,1944,1,BOS,AL,P,7,,,1,9,1,1,,,,,
jordato01,1944,1,CHA,AL,C,14,,,48,6,3,0,1,,,,
juddos01,1944,1,BOS,AL,P,9,,,1,4,0,0,,,,,
jurgebi01,1944,1,NY1,NL,2B,1,,,1,0,0,0,,,,,
jurgebi01,1944,1,NY1,NL,3B,61,,,48,124,7,7,,,,,
jurgebi01,1944,1,NY1,NL,SS,10,,,15,25,1,6,,,,,
jurisal01,1944,1,SLN,NL,P,30,,,5,18,1,2,,,,,
justjo01,1944,1,CIN,NL,C,10,,,12,0,1,0,0,,,,
karlan01,1944,1,PHI,NL,P,38,,,4,22,0,0,,,,,
katzbo01,1944,1,CIN,NL,P,6,,,1,6,0,1,,,,,
keelybo01,1944,1,SLN,NL,C,1,,,1,0,0,0,0,,,,
kellge01,1944,1,PHA,AL,3B,139,,,167,289,20,25,,,,,
keltnke01,1944,1,CLE,AL,3B,149,,,168,369,18,37,,,,,
kenneve01,1944,1,CLE,AL,P,12,,,6,14,2,1,,,,,
kenneve01,1944,2,PHI,NL,P,12,,,2,11,1,0,,,,,
kerrbu01,1944,1,NY1,NL,SS,149,,,328,507,40,81,,,,,
kingcl01,1944,1,BRO,NL,P,14,,,0,3,0,0,,,,,
kleinch01,1944,1,PHI,NL,OF,1,,,5,0,0,0,,,,,
kleinha01,1944,1,CLE,AL,P,11,,,1,6,1,0,,,,,
kliemed01,1944,1,CLE,AL,P,47,,,15,35,1,2,,,,,
kloppst01,1944,1,BSN,NL,P,24,,,1,6,1,0,,,,,
kluttcl01,1944,1,BSN,NL,C,58,,,199,40,5,5,2,,,,
kochba01,1944,1,BRO,NL,2B,29,,,65,65,6,10,,,,,
kochba01,1944,1,BRO,NL,SS,1,,,0,0,0,0,,,,,
konstji01,1944,1,CIN,NL,P,20,,,10,25,0,1,,,,,
krameja01,1944,1,SLA,AL,P,33,,,10,62,3,5,,,,,
kreevmi01,1944,1,SLA,AL,OF,100,,,282,4,4,0,,,,,
kreitmi01,1944,1,CHN,NL,C,39,,,104,13,1,3,0,,,,
kuheljo01,1944,1,WS1,AL,1B,138,,,1251,83,17,119,,,,,
kurowwh01,1944,1,SLN,NL,2B,9,,,4,7,0,1,,,,,
kurowwh01,1944,1,SLN,NL,3B,146,,,188,281,17,20,,,,,
kurowwh01,1944,1,SLN,NL,SS,1,,,0,2,0,0,,,,,
laabsch01,1944,1,SLA,AL,OF,55,,,108,3,0,2,,,,,
lakeed01,1944,1,BOS,AL,2B,3,,,0,10,0,1,,,,,
lakeed01,1944,1,BOS,AL,3B,1,,,1,1,0,0,,,,,
lakeed01,1944,1,BOS,AL,P,6,,,0,6,1,0,,,,,
lakeed01,1944,1,BOS,AL,SS,41,,,53,100,12,28,,,,,
laniema01,1944,1,SLN,NL,P,33,,,8,39,3,3,,,,,
laynehi01,1944,1,WS1,AL,2B,3,,,10,10,0,4,,,,,
laynehi01,1944,1,WS1,AL,3B,18,,,17,39,3,1,,,,,
lazorjo01,1944,1,BOS,AL,C,1,,,1,0,0,0,0,,,,
lazorjo01,1944,1,BOS,AL,OF,6,,,7,2,0,0,,,,,
leebi02,1944,1,PHI,NL,P,31,,,17,47,4,2,,,,,
leeth01,1944,1,CHA,AL,P,15,,,3,32,2,2,,,,,
lefebbi01,1944,1,WS1,AL,1B,2,,,16,1,0,1,,,,,
lefebbi01,1944,1,WS1,AL,P,24,,,1,13,1,2,,,,,
leonadu02,1944,1,WS1,AL,P,32,,,7,53,3,2,,,,,
letchch01,1944,1,PHI,NL,2B,47,,,134,139,9,40,,,,,
letchch01,1944,1,PHI,NL,3B,32,,,30,71,2,2,,,,,
letchch01,1944,1,PHI,NL,SS,29,,,55,90,5,12,,,,,
levyed01,1944,1,NYA,AL,OF,36,,,75,2,3,0,,,,,
lindejo01,1944,1,NYA,AL,OF,149,,,468,9,7,3,,,,,
lindqca01,1944,1,BSN,NL,P,5,,,1,0,0,0,,,,,
litwhda01,1944,1,SLN,NL,OF,136,,,294,6,8,1,,,,,
lohrmbi01,1944,1,BRO,NL,P,3,,,0,0,0,0,,,,,
lohrmbi01,1944,2,CIN,NL,P,2,,,0,0,0,0,,,,,
lombaer01,1944,1,NY1,NL,C,100,,,350,47,13,11,9,,,,
lopated01,1944,1,CHA,AL,P,27,,,9,44,0,4,,,,,
lopezal01,1944,1,PIT,NL,C,115,,,372,52,7,6,10,,,,
lubyha01,1944,1,NY1,NL,1B,1,,,0,0,0,0,,,,,
lubyha01,1944,1,NY1,NL,2B,45,,,96,110,6,21,,,,,
lubyha01,1944,1,NY1,NL,3B,65,,,83,134,13,14,,,,,
lucielo01,1944,1,BOS,AL,P,3,,,0,0,0,0,,,,,
lucielo01,1944,2,PHI,NL,P,1,,,0,0,0,0,,,,,
lupieto01,1944,1,PHI,NL,1B,151,,,1453,103,13,114,,,,,
lynnre01,1944,1,CHN,NL,P,22,,,7,20,0,2,,,,,
lyonru01,1944,1,CLE,AL,C,3,,,7,3,1,0,0,,,,
lyonsal01,1944,1,NYA,AL,P,11,,,1,4,0,0,,,,,
mackra01,1944,1,CLE,AL,2B,83,,,226,243,24,73,,,,,
maconma01,1944,1,BSN,NL,1B,72,,,625,49,16,62,,,,,
maconma01,1944,1,BSN,NL,OF,22,,,46,1,1,0,,,,,
maconma01,1944,1,BSN,NL,P,1,,,0,1,0,0,,,,,
macphha01,1944,1,BSN,NL,P,1,,,0,0,0,0,,,,,
mallobo01,1944,1,CIN,NL,P,9,,,1,6,0,1,,,,,
maltzgo01,1944,1,CHA,AL,P,46,,,1,16,2,0,,,,,
mancufr01,1944,1,SLA,AL,C,87,,,311,35,17,9,5,,,,
mancugu01,1944,1,NY1,NL,C,72,,,249,37,7,4,2,,,,
marioma01,1944,1,SLN,NL,SS,144,,,268,461,21,90,,,,,
marshma01,1944,1,CIN,NL,OF,59,,,131,6,5,3,,,,,
martiba01,1944,1,SLA,AL,OF,1,,,1,0,0,0,,,,,
martihe01,1944,1,NYA,AL,OF,80,,,177,8,7,4,,,,,
martipe01,1944,1,SLN,NL,OF,29,,,48,1,1,0,,,,,
masiph01,1944,1,BSN,NL,1B,12,,,118,11,2,9,,,,,
masiph01,1944,1,BSN,NL,3B,2,,,0,1,0,0,,,,,
masiph01,1944,1,BSN,NL,C,63,,,180,34,5,3,2,,,,
matthda01,1944,1,PHI,NL,P,17,,,3,5,1,0,,,,,
mauchge01,1944,1,BRO,NL,SS,5,,,7,9,0,3,,,,,
mayoed01,1944,1,DET,AL,2B,143,,,384,458,19,120,,,,,
mayoed01,1944,1,DET,AL,SS,11,,,17,40,2,5,,,,,
mcbrito01,1944,1,BOS,AL,1B,5,,,46,2,1,6,,,,,
mcbrito01,1944,1,BOS,AL,OF,57,,,113,8,1,1,,,,,
mccorfr01,1944,1,CIN,NL,1B,153,,,1508,135,13,130,,,,,
mcdonji03,1944,1,CLE,AL,C,13,,,40,5,5,1,0,,,,
mcghebi01,1944,1,PHA,AL,1B,75,,,701,46,8,51,,,,,
mcgiljo01,1944,1,PHA,AL,P,2,,,0,0,0,0,,,,,
mckeero01,1944,1,PHI,NL,P,1,,,1,0,0,0,,,,,
mclisca01,1944,1,BRO,NL,P,23,,,3,9,0,0,,,,,
mcquige02,1944,1,SLA,AL,1B,146,,,1332,72,9,116,,,,,
meadch01,1944,1,NY1,NL,OF,23,,,47,4,1,2,,,,,
medwijo01,1944,1,NY1,NL,OF,122,,,290,8,2,2,,,,,
meltocl01,1944,1,NY1,NL,P,13,,,1,19,1,1,,,,,
meltoru01,1944,1,BRO,NL,P,37,,,8,34,2,2,,,,,
merulle01,1944,1,CHN,NL,1B,1,,,1,0,0,0,,,,,
merulle01,1944,1,CHN,NL,SS,56,,,115,167,19,26,,,,,
mesnest01,1944,1,CIN,NL,3B,120,,,120,246,19,21,,,,,
methebu01,1944,1,NYA,AL,OF,132,,,232,8,11,2,,,,,
metkoca01,1944,1,BOS,AL,1B,50,,,469,33,7,38,,,,,
metkoca01,1944,1,BOS,AL,OF,82,,,242,8,10,2,,,,,
metroch01,1944,1,DET,AL,OF,20,,,44,1,0,0,,,,,
metroch01,1944,2,PHA,AL,2B,2,,,0,2,0,2,,,,,
metroch01,1944,2,PHA,AL,3B,5,,,5,7,1,1,,,,,
metroch01,1944,2,PHA,AL,OF,11,,,16,1,0,0,,,,,
metziwi01,1944,1,CHA,AL,2B,5,,,13,15,0,2,,,,,
michaca01,1944,1,CHA,AL,3B,3,,,1,1,0,0,,,,,
michaca01,1944,1,CHA,AL,SS,21,,,36,70,8,12,,,,,
mikloha01,1944,1,CHN,NL,P,2,,,0,4,0,0,,,,,
miksied01,1944,1,BRO,NL,3B,15,,,19,24,5,8,,,,,
miksied01,1944,1,BRO,NL,SS,10,,,22,20,3,5,,,,,
milleed03,1944,1,CIN,NL,SS,155,,,357,544,27,100,,,,,
milleha02,1944,1,DET,AL,C,5,,,7,1,0,0,0,,,,
millewh01,1944,1,NY1,NL,P,4,,,1,1,1,0,,,,,
millsbi01,1944,1,PHA,AL,C,1,,,0,0,0,0,0,,,,
milosmi01,1944,1,NYA,AL,SS,91,,,176,281,22,68,,,,,
montere01,1944,1,WS1,AL,OF,9,,,12,1,1,0,,,,,
moorege03,1944,1,SLA,AL,1B,1,,,2,0,1,1,,,,,
moorege03,1944,1,SLA,AL,OF,98,,,208,5,7,2,,,,,
mootyja01,1944,1,DET,AL,P,15,,,3,4,1,0,,,,,
moseswa01,1944,1,CHA,AL,OF,134,,,267,7,7,2,,,,,
muellra01,1944,1,CIN,NL,C,155,,,471,65,9,5,5,,,,
mullemo01,1944,1,PHI,NL,2B,114,,,291,316,23,52,,,,,
mullemo01,1944,1,PHI,NL,3B,1,,,3,6,2,1,,,,,
muncrbo01,1944,1,SLA,AL,P,33,,,16,35,1,1,,,,,
mungere01,1944,1,SLN,NL,P,21,,,8,33,2,5,,,,,
musiast01,1944,1,SLN,NL,OF,146,,,353,16,5,2,,,,,
mussiba01,1944,1,PHI,NL,P,16,,,0,4,0,0,,,,,
myattge01,1944,1,WS1,AL,2B,121,,,341,299,29,81,,,,,
myattge01,1944,1,WS1,AL,OF,3,,,8,0,0,0,,,,,
myattge01,1944,1,WS1,AL,SS,15,,,35,40,12,9,,,,,
naymimi01,1944,1,CLE,AL,P,7,,,2,2,1,1,,,,,
naymimi01,1944,2,SLN,NL,P,1,,,0,1,0,0,,,,,
newhoha01,1944,1,DET,AL,P,47,,,9,61,1,5,,,,,
newsobo01,1944,1,PHA,AL,P,37,,,3,45,0,0,,,,,
newsosk01,1944,1,BOS,AL,2B,8,,,21,26,3,8,,,,,
newsosk01,1944,1,BOS,AL,3B,1,,,0,0,1,0,,,,,
newsosk01,1944,1,BOS,AL,SS,126,,,249,421,26,79,,,,,
nichobi01,1944,1,CHN,NL,OF,156,,,305,18,7,4,,,,,
nichoro01,1944,1,NY1,NL,2B,1,,,2,3,0,0,,,,,
nichoro01,1944,1,NY1,NL,3B,1,,,1,1,0,0,,,,,
niemabu01,1944,1,BSN,NL,OF,126,,,261,13,7,2,,,,,
niggejo01,1944,1,WS1,AL,P,24,,,7,29,0,2,,,,,
northro01,1944,1,PHI,NL,OF,151,,,286,24,6,7,,,,,
noviklo01,1944,1,CHN,NL,OF,29,,,39,1,1,0,,,,,
nuxhajo01,1944,1,CIN,NL,P,1,,,0,0,0,0,,,,,
obrieto03,1944,1,PIT,NL,3B,1,,,0,1,0,0,,,,,
obrieto03,1944,1,PIT,NL,OF,48,,,50,5,2,1,,,,,
ockeywa01,1944,1,NY1,NL,P,2,,,0,2,0,0,,,,,
odeake01,1944,1,SLN,NL,C,69,,,326,34,2,4,5,,,,
odeapa01,1944,1,CLE,AL,1B,3,,,21,1,0,2,,,,,
odeapa01,1944,1,CLE,AL,OF,41,,,72,2,4,1,,,,,
odeapa01,1944,1,CLE,AL,P,3,,,0,0,1,0,,,,,
olmolu01,1944,1,BRO,NL,2B,42,,,83,91,12,13,,,,,
olmolu01,1944,1,BRO,NL,3B,31,,,39,42,9,3,,,,,
olmolu01,1944,1,BRO,NL,OF,64,,,194,5,6,2,,,,,
oneilem01,1944,1,BOS,AL,P,28,,,3,19,1,0,,,,,
orengjo01,1944,1,DET,AL,1B,5,,,55,3,1,2,,,,,
orengjo01,1944,1,DET,AL,2B,2,,,4,5,0,1,,,,,
orengjo01,1944,1,DET,AL,3B,11,,,11,30,4,1,,,,,
orengjo01,1944,1,DET,AL,SS,29,,,54,86,15,20,,,,,
orreljo01,1944,1,DET,AL,P,10,,,1,8,0,0,,,,,
